code,description/en,License,access/availableOnline,access/exampleIdentifiers,access/guidanceOnLocatingIds,access/languages,access/onlineAccessDetails,access/publicDatabase,confirmed,coverage,data/availability,data/dataAccessDetails,data/features,data/licenseDetails,data/licenseStatus,deprecated,formerPrefixes,links/opencorporates,links/wikipedia,listType,meta/lastUpdated,meta/source,name/en,name/local,quality,quality_explained/Availability: API,quality_explained/Availability: Bulk download,quality_explained/Availability: CSV format,quality_explained/Availability: Excel format,quality_explained/Availability: JSON format,quality_explained/Availability: PDF format,quality_explained/Availability: RDF format,quality_explained/Availability: XML format,quality_explained/License: Closed License,quality_explained/License: No License,quality_explained/License: Open License,quality_explained/List type: Local,quality_explained/List type: Primary,quality_explained/List type: Secondary,quality_explained/List type: Third Party,registerType,sector,structure,subnationalCoverage,url
RW-RRA,"The Rwanda Revenue Authority issues Taxpayer Identification Numbers (TIN) for all physical and moral persons (people and companies/legal entities) undertaking taxable activities:

""This is a unique number which is issued to a taxpayer by the tax Administration. It is obligatory for every taxpayer to have this unique number. Taxpayers have the obligation to indicate this number on all correspondences they do with RRA. This number has to be indicated on all documents which the taxpayer provides to the tax administration as proof.""

A TIN is issued after the person or entity submits the required papers to the Revenue Authority. Note that from Feb 2015, no RRA TIN certificate is issued to newly registered companies. Instead, a TIN is issued at the point of company registration with the Rwanda Development Board (https://org.rdb.rw/busregonline) and the registration certificate contains the TIN. See: https://www.rra.gov.rw/typo3conf/ext/complete/Resources/Public/download/pdf/itangazo_tin_17_feb.pdf",,False,RW-RRA-103197639,,,,,True,RW,,,,,open_license,False,,,,primary,,,Rwanda Revenue Authority,,85,,,,,,,,,,,10,,75,,,,,company,,https://www.rra.gov.rw/index.php?id=45&L=1%27A%3D0
SA-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Saudi Arabia.",https://gov-id-finder.codeforiati.org/countries/SA/,True,SA,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Saudi Arabia Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SA/
SB-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,True,"470, 474",The codes from the Organisation or Administrative classification should be used. ,en,Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.,https://gov-id-finder.codeforiati.org/countries/SB/,True,SB,"json, csv",A download of the data is available from https://gov-id-finder.codeforiati.org/countries/SB/,,,no_license,False,,,,secondary,2022-03-23,Desk research,Solomon Islands Chart of Accounts,,57,,,1,,1,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SB/
SC-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Seychelles.",https://gov-id-finder.codeforiati.org/countries/SC/,True,SC,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Seychelles Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SC/
SD-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Sudan (the).",https://gov-id-finder.codeforiati.org/countries/SD/,True,SD,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Sudan (the) Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SD/
SE-BLV,"The Swedish Companies Registration Office (Bolagsverket) registers all business operating in Sweden, except for sole traders. This registry is available to search online. All entities are given an organisation number that can be used as an identifer.

""All forms of business enterprise except for sole traders have to be registered with the Swedish Companies Registration Office before starting to operate."" [1]

[1] https://www.verksamt.se/en/web/international/starting/get-started-business-registration-and-tax",,False,"556698-6849, 769611-2163, 969698-3833","Users can find identifiers by using the simple, searchable database. This database is presented in Swedish.

In the search results, the identifiers can be found under the column heading 'Organisations-nummer' or 'Corporate registration number' in English.

",sv,Data available in online database. Default language is Swedish,https://www.verksamt.se/sok-foretagsnamn,True,SE,html,,"registration_number, organisation_name, objectives/purpose, status, organisation_type",https://opencorporates.com/registers/249,open_license,True,,http://opencorporates.com/companies/se,,primary,2016-12-07,Desk research,Bolagsverket , Swedish Companies Registration Office,85,,,,,,,,,,,10,,75,,,,,company,,http://www.bolagsverket.se/
SE-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Sweden.",https://gov-id-finder.codeforiati.org/countries/SE/,True,SE,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Sweden Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SE/
SE-KK,"A Swedish administrative authority under the Ministry of Finance, which is responsible for the registration of religious communities and organisational units of religious communities. ",,False,,Ask an organisation for it's registration number as issued by Kammarkollegiet. ,se,,,True,SE,data_not_available,,,,no_license,True,,,,secondary,2017-08-05,IATI,"Legal, Financial and Administrative Services Agency (Sweden)",Kammarkollegiet,55,,,,,,,,,,5,,,,50,,,,"charity, unincorporated_body",,https://www.kammarkollegiet.se/
SE-ON,"""The organization number is a unique identifier assigned to legal entities, such as companies and associations. 

The authority that registers the company or association when it is to be started assigns the organizational number. Most companies and associations have their organization number from the Swedish Companies Registration Office [Bolagsverket](http://www.bolagsverket.se). But also, for example, the Swedish Tax Agency and Land Survey allocate organizational numbers.

From the Swedish Companies Registration Office, the company or association has its organization number when we have decided to register. The organization number is on the registration certificate that we send out.""[1]

""The first digit of the organization number is called ""Group Number"" and specifies the company form or other legal form to which the legal entity is grouped. The following group numbers may occur.

1 - Death certificate
2 - State, county council, municipalities, parishes
3 - Foreign companies engaged in business activities or own real estate in Sweden
5 - Aktiebolag
6 - Single company
7 - Economic associations , tenant-owner associations
8 - Ideal associations and foundations
9 - Trading companies , limited companies and simple companies""[2]

Non-commerical organsiation are searchable through other third-party applications, e.g. https://www.allabolag.se/

[1] http://www.bolagsverket.se/ff/foretagsformer/organisationsnummer-1.7902
[2] https://sv.wikipedia.org/wiki/Organisationsnummer#Organisationsnummer",,True,"556091-2148, 556012-5790",Look for an organisationsnummer (or registration number) which is a 10-digit number in the format 000000-0000,SE,"The business register can be accessed for free through the Bolagsverket search interface https://snr4.bolagsverket.se/snrgate/startIn.do or http://www.bolagsverket.se/en/us/about/e-services/foretagsfakta. Users can search for a organisation by name, or by their organisationsnummer and find basic information without registering.

An alternative free-online name checker can be found at https://www.verksamt.se/sok-foretagsnamn

The Swedish Tax Agency (Skatteverket) searches in the reverse manner: an organisationsnummer can be confirmed to be that of a particular organisation.

Non-business organsations are included in the https://www.allabolag.se/ search interface and also use the SE-ON prefix code.",https://snr4.bolagsverket.se/snrgate/startIn.do,True,SE,data_not_available,,,,,False,"SE-KK, SE-BLV",,https://sv.wikipedia.org/wiki/Organisationsnummer#Organisationsnummer,primary,2017-11-08,Desk research,"Business Registration Number (Organisationsnummer), Sweden","Organisationsnummer, Sverige",75,,,,,,,,,,,,,75,,,,,"company, trust",,http://www.bolagsverket.se/ff/foretagsformer/organisationsnummer-1.7902
SG-ACRA,"The Accounting and Corporate Regulatory Authority (ACRA) is the national regulator of business entities, public accountants and corporate service providers in Singapore. Each corporate entity receives a Unique Entity Number (UEN), which should be used as the identifier.

""Registering or setting up a company in Singapore is accomplished through contacting Accounting and Corporate Regulatory Authority (ACRA)."" [1] 

""From 1 January 2009, all entities that are registered in Singapore, such as
businesses, local companies, limited liability partnerships (LLPs), societies,
representative offices, healthcare institutions and trade unions, will have a
Unique Entity Number (UEN) as its identification number. "" [2] 

[1] https://www.wikiprocedure.com/index.php/Singapore_-_Registering_or_Setting_up_Local_Company
[2] https://www.ipos.gov.sg/Portals/0/about%20IP/copyrights/UENFAQs2.pdf",,False,"199100421C, 201528336R, 52813269E","Users can find identifiers by using the simple, searchable database hosted on a third-party website. Users will have to complete a Captcha box in order to see search results.

The identifiers will be under the column heading 'UEN'.

",en,Users can be directed to the third-party website from the ACRA homepage. They will need to follow a link from the box 'SEARCH Directory of Registered Entities',https://www.bizfile.gov.sg/ngbbizfileinternet/faces/oracle/webcenter/portalapp/pages/BizfileHomepage.jspx?_afrLoop=335483016357989&_afrWindowMode=0&_afrWindowId=null#%40%3F_afrWindowId%3Dnull%26_afrLoop%3D335483016357989%26_afrWindowMode%3D0%26_adf.ctrl-state%3D13fqtwn2la_4,True,SG,html,"Basic information is searchable for fee, more detailed company information can be downloaded for a fee","registration_number, registered_address, status, organisation_name",https://opencorporates.com/registers/233,closed_license,,,http://opencorporates.com/companies/sg,,primary,2016-12-07,Desk research,Accounting and Corporate Regulatory Authority (ACRA),,75,,,,,,,,,0,,,,75,,,,,company,,http://www.acra.gov.sg/
SG-COC,The Commissioner of Charities (COC) in Singapore maintains a register of Charities and Institutions of a Public Character.,,True,"S83SS0014K, 200400944W, T01SS0187E, 199500566R",Identifiers are the 'UEN' or 'UEN No' listed against a charity's entry on the register,en,"The search function on the Commission of Charities website allows the user to browse by sector or to search by specific criteria.
No login is required to make a search nor to view information about the organisation with the exception of financial information"" and ""annual report"". The latter require a 'SingPass' login.",https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchCriteriaPage.aspx,True,SG,"bulk, excel","You may obtain a list of registered charities by performing an Advanced Search at the Charity Portal. Select the criteria “Registered charities” and click “Search”, the results will be generated which you can download into an Excel file","directors_trustees_governors, registered_address, website, e-mail_address, industry_classifications, date_of_registration, legal_representatives, registration_number, phone_number, country_of_origin, activities_sector_code, status",,no_license,False,,,,primary,2019-06-17,desk research provided by KDuerden see https://github.com/org-id/register/issues/354,Commissioner of Charities,,83,,2,,1,,,,,,5,,,75,,,,,charity,,https://www.charities.gov.sg/Pages/Home.aspx
SG-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Singapore.",https://gov-id-finder.codeforiati.org/countries/SG/,True,SG,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Singapore Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SG/
SH-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Saint Helena, Ascension and Tristan da Cunha.",https://gov-id-finder.codeforiati.org/countries/SH/,True,SH,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,"Saint Helena, Ascension and Tristan da Cunha Chart of Accounts",,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SH/
SI-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Slovenia.",https://gov-id-finder.codeforiati.org/countries/SI/,True,SI,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Slovenia Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SI/
SI-PRS,"The Slovenian Business Register (PRS) is a central database containing information about all business entities involved in a profit or non-profit activity having their principal place of business located on the territory of the Republic of Slovenia, as well as information on their subsidiaries and other divisions of business entities performing business activities in the territory of the Republic of Slovenia.",,True,5092108,,sl,,,True,SI,,,,,,False,,,,primary,2017-10-24,ProZorro Business Register Research,Slovenian Business Register,Poslovni register Slovenije,75,,,,,,,,,,,,,75,,,,,company,,http://www.ajpes.eu/prs/
SI-TIN,"A unique tax identifier code (Davčna številka) which every legal entity or an individual entrepreneur must obtain.

These are entered on to the Slovenian Business Register (Poslovni register Slovenije)",,True,"90493826, 78310130, SI99190591, SI43301673","Use the Tax Number, including any non-numerical digits that appear as part of the code.

Some tax identifiers are displayed on the website with spaces in the number. All the spaces should be removed when making use of the number within an identifier.","SL, EN",You will need to register (free) and log in to the business register to perform a search.,https://www.ajpes.eu/pru/,True,SI,bulk,From a paid service https://www.ajpes.si/registri/poslovni_register/splosno#,,https://www.ajpes.si/Registri/Poslovni_register/Ponovna_uporaba#b164,closed_license,False,,,,secondary,2017-11-08,ProZorro Business Register Research,Tax Identification Number (Slovenia),Davčna številka,52,,2,,,,,,,0,,,,,50,,,,company,,https://www.ajpes.eu/
SJ-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Svalbard and Jan Mayen.",https://gov-id-finder.codeforiati.org/countries/SJ/,True,SJ,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Svalbard and Jan Mayen Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SJ/
SK-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Slovakia.",https://gov-id-finder.codeforiati.org/countries/SK/,True,SK,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Slovakia Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SK/
SK-ICO,"The organization identification number (IČO) is an identifier assigned to all types of legal entities, entrepreneurs and public authorities by the Statistical Office of the Slovak Republic. IČO numbers are registered in the Register and identifier of legal entities, entrepreneurs and public authorities (RPO).

The RPO is the single source of basic data on all legal entities. It provides data from more than 70 source registers and records, including the Commercial Register and the registers of the Ministry of the Interior (trade register, register of political parties, associations, non-profit organizations).

According to Act no. 272/2015 Coll. on the Register of Legal Entities, Entrepreneurs and Public Authorities the IČO number is assigned to assigned to:

* every legal entity, every natural person - entrepreneur and every public authority
* each branch plant, each enterprise of a foreign person and each organizational unit of the enterprise of a foreign person
* each registered organizational unit",,True,"47686065,31398871,48112739",Click **Continue without signing in** and enter your search criteria. The ICO number is in the **ICO** column of the search results.,,,https://rpo.statistics.sk/,True,SK,"api, bulk, json","JSON data is available via two access methods:
*  API: https://susrrpo.docs.apiary.io/
* Bulk download: https://frkqbrydxwdp.compat.objectstorage.eu-frankfurt-1.oraclecloud.com/susr-rpo/
Bulk downloads consist of monthly full exports and daily differential exports.","shareholders, registered_address, akas, date_of_registration, registration_number, business_id_history, status",Creative Commons Attribution License (cc-by) 4.0,open_license,False,,,https://sk.wikipedia.org/wiki/Identifika%C4%8Dn%C3%A9_%C4%8D%C3%ADslo_organiz%C3%A1cie,secondary,2021-10-15,Original research,"Organization Identification Number - Register and identifier of legal entities, entrepreneurs and public authorities","Identifikačných čísiel organizácií - Register a identifikátor právnických osôb, podnikateľov a orgánov verejnej moci",65,2,2,,,1,,,,,,10,,,50,,,,"charity, company, government_agency",,https://rpo.statistics.sk/
SK-ORSR,"""The companies register is administered by the Ministry of Justice. Entry to the register is obligatory for companies, cooperatives and for some specific physical entities stated by law. Information in the register is searchable by trade name, identification number, registered office, registration number and name of a person."" [1]

""The Obchodný register (commercial register) is a public list containing statutory data concerning entrepreneurs, companies and other legal entities, where this is laid down by separate legislation.
The list is administered by the Ministry of Justice of the Slovak Republic."" [2]

[1] http://www.company-registers.info/en/european-union/slovakia.html
[2] https://e-justice.europa.eu/content_business_registers_in_member_states-106-sk-en.do?member=1",,False,"35919043, 47364319, 36781673","Users can find identifiers using the simple, searchable online database. Users will have to click on the link for 'Aktuálny' or 'Úplný' under the column heading Výpis - or in English,  for 'Actual' or 'Full' under the column heading 'Extract' - of one of the companies in the search results in order to see company details.

Identifiers will be next to the heading 'IČO' or 'Identification' in English","en, sk",,http://www.orsr.sk/search_subjekt.asp?lan=en,True,SK,html,,"registered_address, date_of_registration, registration_number, directors_trustees_governors, accounts, organisation_type, objectives/purpose",https://opencorporates.com/registers/234,closed_license,,,http://opencorporates.com/companies/sk,,primary,2016-12-07,Desk research,Ministry of Justice Business Register,,75,,,,,,,,,0,,,,75,,,,,company,,http://www.orsr.sk/search_subjekt.asp?lan=en
SK-ZRSR,"The Ministry of Interior Trade Register does have a database of companies, but users should refer to the Ministry of Justice Business Register in SK-ORSR for the unique identifier list for Slovakia. 

The Ministry of Justice has been shown to be the organisation responsible for company registration, and thus SK-ZRSR has been deprecated in favour of SK-ORSR.",,False,"35919043, 47364319, 36781673","Users can find identifiers using the simple, searchable online database. Users will have to click on the link for 'Aktuálny' or 'Úplný' under the column heading Výpis - or in English,  for 'Actual' or 'Full' under the column heading 'Extract' - of one of the companies in the search results in order to see company details.

Identifiers will be next to the heading 'IČO' or 'Identification' in English","en, sk",Database can be searched using the simple search. ,http://www.orsr.sk/search_subjekt.asp?lan=en,True,SK,html,,"registered_address, registration_number, date_of_registration, directors_trustees_governors, organisation_type, accounts, objectives/purpose",https://opencorporates.com/registers/234,closed_license,True,,http://opencorporates.com/companies/sk,,deprecated,2016-12-07,Desk research,Slovakia Ministry Of Interior Trade Register,,0,,,,,,,,,0,,,,,,,,,company,,http://www.orsr.sk/search_subjekt.asp?lan=en
SL-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,True,"101, 105",The codes from the Organisation or Administrative classification should be used. ,en,Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.,https://gov-id-finder.codeforiati.org/countries/SL/,True,SL,"json, csv",A download of the data is available from https://gov-id-finder.codeforiati.org/countries/SL/,,,no_license,False,,,,secondary,2022-03-23,Desk research,Sierra Leone Chart of Accounts,,57,,,1,,1,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SL/
SL-NRA,"The Taxpayer Identification Number, or TIN, is a unique computer-generated number allocated to each taxpayer, whether they are an individual, a commercial business, a Government department, public corporation, or a special body. As its name implies, the TIN identifies taxpayers for the purpose of all their tax and other revenue liabilities, including:

Goods and Services Tax (GST)
Income Tax on personal income
Corporation Tax
Capital Gains Tax
Non-tax revenues
Customs Duties
Excise Duties
Property Tax
The TIN is also required for identification in all other transactions and dealings with the NRA.",,False,,"Organisations receive a certificate recording their TIN. In the absence of an online, searchable list this should be the means of identification.",en,,,True,SL,data_not_available,,,,no_license,False,,,,secondary,2019-06-10,desk research,National Revenue Agency,,55,,,,,,,,,,5,,,,50,,,,"charity, company, government_agency",,https://nra.gov.sl/taxpayer-identification-number
SL-OARG,"The Office of Administrator and Registrar General in Sierra Leone is responsible for the ""administration of and registration of entities such as business registration, land transactions, industrial property, marriages and administration of the estates of deceased persons as mandated by law"". The types of business that can be registered through the OARG include sole proprietors, partnerships and companies.

The registration process is available online on the office's website. I was not able to find a searchable list of company registrations. The registration process includes a search to check whether the applicant's desired company name already exists.",,False,CF-218-2018 ,,en,,http://www.oarg.gov.sl,True,SL,data_not_available,,,,,False,,,,primary,2019-03-15,Original research,Office of Administrator and Registrar General,,75,,,,,,,,,,,,,75,,,,,"company, company/sole_trader, company/partnership, charity",,http://www.oarg.gov.sl/
SM-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for San Marino.",https://gov-id-finder.codeforiati.org/countries/SM/,True,SM,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,San Marino Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SM/
SN-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,True,"10, 21",The codes from the Organisation or Administrative classification should be used. ,en,Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.,https://gov-id-finder.codeforiati.org/countries/SN/,True,SN,"json, csv",A download of the data is available from https://gov-id-finder.codeforiati.org/countries/SN/,,,no_license,False,,,,secondary,2022-03-23,Desk research,Senegal Chart of Accounts,,57,,,1,,1,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/SN/
SN-NINEA,"Any organization (company, association, NGO) operating in Senegal must be included in a directory of legal entities ([Source](http://www.impotsetdomaines.gouv.sn/fr/demander-un-ninea)). 

Registration takes place through several agencies, and a Numéro d’Identification National des Entreprises et des Associations (NINEA) (National Identification Number for Companies and Associations) is provided to incorporated bodies.

A directory or lookup of companies and numbers is not available online, however most legal entities will have an NINEA which can be used as an identifier.",,True,"006478110, 006470108, 006480256",A NINÉA number can be used in conjunction with the list code prefix to produce a unique identifier.,"EN, FR",A (possible partial) and freely accessible online list is available from the Senegalese Bureau d'appui à la Création d'Entreprise (BCE) http://creationdentreprise.sn/en/finding-business.,http://creationdentreprise.sn/en/finding-business,True,SN,data_not_available,,,,no_license,False,,,,primary,2017-11-05T17:30:00Z,Research by Open Data Services.,"National Identification Number of Companies and Associations (NINEA), Senegal",Numéro d'Identification Nationale des Entreprises et des Associations - NINEA (Senegal),80,,,,,,,,,,5,,,75,,,,,"charity, company, trust",,http://creationdentreprise.sn/en/finding-business
